TransactionID,CustomerID,PurchaseDate,Amount,PointsEarned
46,10,2025-08-14 06:02:42.975377,218.84,218
47,10,2024-12-17 06:02:42.975377,47.36,47
48,10,2026-02-24 06:02:44.755962,181.8,181
49,10,2026-02-05 06:02:44.755972,0.97,0
50,10,2026-01-10 06:02:42.975377,17.45,17
51,11,2026-02-04 06:02:44.755993,52.52,52
52,11,2026-02-19 06:02:44.756003,110.54,110
53,11,2025-10-21 06:02:42.975377,6.04,6
54,11,2025-12-12 06:02:42.975377,70.72,70
55,11,2026-02-13 06:02:44.759155,46.29,46
56,11,2026-02-17 06:02:44.759171,51.8,51
57,11,2026-02-15 06:02:44.759183,47.64,47
58,12,2026-01-13 06:02:42.975377,14.85,14
59,12,2025-09-27 06:02:42.975377,78.38,78
60,12,2026-02-19 06:02:44.759227,0.53,0
61,12,2026-02-04 06:02:44.759236,12.27,12
62,13,2025-12-08 06:02:42.975377,114.1,114
63,13,2026-03-01 06:02:44.759257,14.28,14
64,13,2025-11-01 06:02:42.975377,6.59,6
65,13,2026-02-05 06:02:44.759273,55.25,55
66,13,2025-06-11 06:02:42.975377,0.28,0
67,14,2026-02-05 06:02:44.759293,11.22,11
68,14,2026-02-12 06:02:44.759302,22.81,22
69,14,2026-02-16 06:02:44.759311,62.6,62
70,14,2026-03-01 06:02:44.759320,74.24,74
71,14,2026-02-04 06:02:44.759329,16.67,16
72,14,2026-02-22 06:02:44.759338,42.47,42
73,14,2026-02-27 06:02:44.759347,16.4,16
74,14,2026-02-19 06:02:44.759356,29.65,29
75,14,2026-02-05 06:02:44.759367,32.82,32
76,15,2026-01-21 06:02:42.975377,38.22,38
77,15,2024-05-04 06:02:42.975377,21.13,21
78,15,2025-09-13 06:02:42.975377,33.51,33
79,15,2026-02-20 06:02:44.759406,19.77,19
80,15,2025-11-20 06:02:42.975377,39.69,39
81,15,2025-08-14 06:02:42.975377,81.92,81
82,15,2025-08-06 06:02:42.975377,27.44,27
83,16,2025-06-05 06:02:42.975377,4.77,4
84,16,2026-02-25 06:02:44.759445,61.98,61
85,16,2025-04-24 06:02:42.975377,32.58,32
86,16,2024-10-23 06:02:42.975377,64.03,64
87,16,2024-07-23 06:02:42.975377,232.58,232
88,16,2025-12-18 06:02:42.975377,38.23,38
89,16,2025-02-27 06:02:42.975377,16.88,16
90,17,2024-07-29 06:02:42.975377,233.03,233
91,17,2025-04-22 06:02:42.975377,65.99,65
92,17,2024-05-25 06:02:42.975377,22.79,22
93,17,2025-12-02 06:02:42.975377,4.41,4
94,17,2024-07-11 06:02:42.975377,49.1,49
95,18,2025-12-19 06:02:42.975377,12.84,12
96,18,2026-02-25 06:02:44.759659,104.65,104
97,18,2026-02-05 06:02:44.759670,184.02,184
98,18,2026-02-26 06:02:44.759682,17.24,17
99,18,2026-02-24 06:02:44.759692,23.95,23
100,18,2026-02-15 06:02:44.759702,277.34,277
101,19,2026-02-06 06:02:44.759716,17.73,17
102,19,2026-02-04 06:02:44.759726,65.17,65
103,19,2026-02-09 06:02:44.759736,6.57,6
104,19,2026-03-01 06:02:44.759747,13.3,13
105,20,2026-02-08 06:02:44.759761,84.54,84
106,20,2026-02-24 06:02:44.759771,34.16,34
107,20,2026-02-27 06:02:44.759781,28.62,28
108,20,2026-02-17 06:02:44.759792,108.88,108
109,21,2026-02-26 06:02:44.759805,2.76,2
110,21,2026-02-09 06:02:44.759817,74.55,74
111,21,2026-02-20 06:02:44.759834,2.28,2
112,21,2026-02-27 06:02:44.759844,12.12,12
113,21,2026-02-24 06:02:44.759854,163.88,163
114,22,2026-03-04 06:02:44.759868,83.11,83
115,22,2026-03-03 06:02:44.759878,135.79,135
116,22,2026-02-22 06:02:44.759889,119.78,119
117,22,2026-02-20 06:02:44.759899,5.09,5
118,23,2026-02-28 06:02:44.759912,70.14,70
119,23,2026-02-16 06:02:44.759923,43.93,43
120,23,2025-04-07 06:02:42.975377,45.87,45
121,24,2025-11-18 06:02:42.975377,69.05,69
122,24,2026-02-15 06:02:44.759951,1.34,1
123,24,2026-02-06 06:02:44.759961,48.89,48
124,24,2025-10-05 06:02:42.975377,23.74,23
125,24,2026-02-12 06:02:44.759978,8.78,8
126,24,2026-02-03 06:02:44.759988,38.25,38
127,25,2024-08-06 06:02:42.975377,25.78,25
128,25,2025-06-23 06:02:42.975377,0.86,0
129,26,2025-07-14 06:02:42.975377,80.66,80
130,26,2026-02-12 06:02:44.760041,31.9,31
131,26,2026-02-11 06:02:44.760052,10.63,10
132,26,2026-02-07 06:02:44.760062,13.43,13
133,26,2026-02-13 06:02:44.760072,155.19,155
134,26,2025-12-13 06:02:42.975377,8.38,8
135,26,2026-01-18 06:02:42.975377,14.92,14
136,26,2026-02-11 06:02:44.760096,55.39,55
137,26,2025-11-12 06:02:42.975377,98.96,98
138,27,2024-10-27 06:02:42.975377,116.1,116
139,27,2026-02-06 06:02:42.975377,30.96,30
140,27,2025-02-28 06:02:42.975377,139.91,139
141,27,2024-11-18 06:02:42.975377,40.32,40
142,27,2024-07-24 06:02:42.975377,10.61,10
143,27,2025-08-12 06:02:42.975377,54.26,54
144,28,2026-02-03 06:02:44.760161,20.66,20
145,28,2026-02-06 06:02:44.760172,35.33,35
146,28,2026-02-08 06:02:44.760182,21.79,21
147,28,2026-02-06 06:02:44.760192,96.02,96
148,28,2026-02-10 06:02:44.760202,214.62,214
149,28,2026-02-18 06:02:44.760212,0.74,0
150,28,2026-02-07 06:02:44.760223,14.21,14
151,28,2026-02-17 06:02:44.760233,3.74,3
152,29,2026-01-31 06:02:42.975377,187.06,187
153,29,2026-02-28 06:02:44.760254,107.1,107
154,29,2025-05-14 06:02:42.975377,35.43,35
155,30,2026-02-23 06:02:44.760274,21.21,21
156,30,2025-10-07 06:02:42.975377,26.46,26
157,30,2025-03-13 06:02:42.975377,36.6,36
158,30,2025-03-08 06:02:42.975377,110.26,110
159,30,2025-02-12 06:02:42.975377,29.86,29
160,30,2025-07-18 06:02:42.975377,8.41,8
161,30,2026-02-11 06:02:44.760318,7.89,7
162,31,2026-02-09 06:02:44.760331,40.91,40
163,31,2025-05-02 06:02:42.975377,93.29,93
164,31,2025-07-28 06:02:42.975377,4.86,4
165,31,2025-07-28 06:02:42.975377,102.77,102
166,31,2025-07-23 06:02:42.975377,0.72,0
167,31,2025-11-15 06:02:42.975377,273.99,273
168,31,2026-02-14 06:02:44.760376,122.9,122
169,31,2026-02-18 06:02:44.760386,44.73,44
170,32,2026-02-28 06:02:44.760399,26.34,26
171,32,2025-11-12 06:02:42.975377,58.45,58
172,32,2026-02-09 06:02:44.760416,24.7,24
173,32,2026-02-23 06:02:44.760426,38.94,38
174,32,2026-02-10 06:02:44.760437,15.01,15
175,32,2026-02-13 06:02:44.760447,3.56,3
176,33,2025-09-05 06:02:42.975377,11.69,11
177,33,2026-02-13 06:02:44.760467,35.1,35
178,34,2026-01-08 06:02:42.975377,76.87,76
179,34,2026-02-06 06:02:42.975377,35.49,35
180,34,2026-02-19 06:02:44.760493,169.4,169
181,34,2026-02-08 06:02:44.760503,153.87,153
182,34,2026-01-19 06:02:42.975377,43.38,43
183,35,2025-04-20 06:02:42.975377,68.47,68
184,35,2024-11-19 06:02:42.975377,28.49,28
185,35,2025-04-23 06:02:42.975377,31.47,31
186,35,2025-08-26 06:02:42.975377,0.3,0
187,35,2025-01-15 06:02:42.975377,20.59,20
188,35,2025-05-17 06:02:42.975377,74.8,74
189,35,2024-05-09 06:02:42.975377,8.6,8
190,36,2026-02-04 06:02:44.760574,6.91,6
191,36,2025-07-18 06:02:42.975377,8.37,8
192,36,2025-11-15 06:02:42.975377,44.94,44
193,36,2026-02-26 06:02:44.760598,33.59,33
194,36,2026-02-19 06:02:44.760738,81.37,81
195,36,2026-02-10 06:02:44.760756,9.1,9
196,36,2026-02-08 06:02:44.760768,9.78,9
197,36,2026-02-14 06:02:44.760778,10.21,10
198,37,2026-02-13 06:02:44.760805,4.96,4
199,37,2025-12-24 06:02:42.975377,90.4,90
200,37,2026-02-26 06:02:44.760823,8.77,8
201,37,2026-02-24 06:02:44.760834,9.89,9
202,37,2026-02-23 06:02:44.760846,6.66,6
203,38,2025-08-01 06:02:42.975377,117.32,117
204,38,2026-02-28 06:02:44.760869,45.05,45
205,38,2026-02-27 06:02:44.760886,46.2,46
206,38,2026-01-21 06:02:42.975377,13.61,13
207,39,2026-02-21 06:02:44.760907,15.99,15
208,39,2026-02-09 06:02:44.760918,19.95,19
209,39,2026-02-16 06:02:44.760929,6.7,6
210,39,2026-02-06 06:02:44.760940,23.04,23
211,40,2026-02-12 06:02:44.760955,100.74,100
212,40,2025-09-24 06:02:42.975377,18.24,18
213,40,2026-03-04 06:02:44.760974,66.23,66
214,40,2026-02-19 06:02:44.760985,28.49,28
215,40,2026-01-24 06:02:42.975377,0.25,0
216,41,2025-03-07 06:02:42.975377,115.94,115
217,41,2026-02-23 06:02:44.767110,60.77,60
218,41,2025-07-13 06:02:42.975377,5.55,5
219,41,2025-08-22 06:02:42.975377,40.1,40
220,41,2025-02-15 06:02:42.975377,85.26,85
221,41,2025-11-04 06:02:42.975377,13.35,13
222,42,2026-02-27 06:02:44.767157,6.5,6
223,42,2026-02-03 06:02:44.767169,15.73,15
224,42,2025-08-16 06:02:42.975377,9.02,9
225,42,2025-12-03 06:02:42.975377,100.44,100
226,42,2026-02-07 06:02:44.767195,12.97,12
227,42,2026-02-05 06:02:44.767205,16.52,16
228,42,2026-02-20 06:02:44.767215,17.14,17
229,42,2026-02-22 06:02:44.767226,5.71,5
230,43,2026-02-12 06:02:44.767239,16.05,16
231,43,2026-02-09 06:02:44.767249,10.79,10
232,43,2026-02-08 06:02:44.767259,13.98,13
233,43,2026-02-22 06:02:44.767269,80.73,80
234,43,2025-08-20 06:02:42.975377,3.83,3
235,43,2026-02-21 06:02:44.767288,50.1,50
236,43,2026-01-28 06:02:42.975377,120.17,120
237,43,2026-03-02 06:02:44.767305,76.6,76
238,43,2026-02-04 06:02:44.767316,66.49,66
239,44,2025-02-16 06:02:42.975377,23.32,23
240,44,2026-01-31 06:02:42.975377,20.17,20
241,44,2024-05-15 06:02:42.975377,25.61,25
242,44,2025-10-21 06:02:42.975377,52.27,52
243,44,2026-02-18 06:02:42.975377,5.61,5
244,44,2026-01-14 06:02:42.975377,23.01,23
245,45,2026-03-04 06:02:44.767394,7.19,7
246,45,2025-07-20 06:02:42.975377,97.38,97
247,45,2026-02-27 06:02:44.767412,73.22,73
248,46,2026-02-25 06:02:44.767427,41.58,41
249,46,2026-02-13 06:02:42.975377,8.34,8
250,46,2026-02-18 06:02:44.767446,229.1,229
251,47,2025-11-09 06:02:42.975377,71.26,71
252,47,2025-07-15 06:02:42.975377,11.46,11
253,47,2026-02-22 06:02:42.975377,41.95,41
254,47,2024-11-09 06:02:42.975377,81.71,81
255,48,2026-02-28 06:02:44.767490,33.19,33
256,48,2024-08-13 06:02:42.975377,1.74,1
257,48,2025-09-14 06:02:42.975377,101.13,101
258,48,2025-01-28 06:02:42.975377,104.28,104
259,49,2025-01-17 06:02:42.975377,2.87,2
260,49,2026-02-28 06:02:44.767531,94.75,94
261,49,2025-06-22 06:02:42.975377,80.62,80
262,49,2025-07-02 06:02:42.975377,15.58,15
263,49,2024-12-24 06:02:42.975377,16.47,16
264,50,2025-09-10 06:02:42.975377,58.38,58
265,50,2025-05-07 06:02:42.975377,59.97,59
266,50,2025-11-11 06:02:42.975377,1.3,1
267,50,2026-02-16 06:02:44.767582,4.3,4
268,50,2025-10-22 06:02:42.975377,16.93,16
269,51,2026-02-07 06:02:44.767601,84.75,84
270,51,2025-08-18 06:02:42.975377,88.13,88
271,51,2025-06-04 06:02:42.975377,11.17,11
272,51,2026-03-01 06:02:44.767625,46.23,46
273,51,2025-11-25 06:02:42.975377,28.06,28
274,51,2025-11-30 06:02:42.975377,3.64,3
275,51,2026-02-04 06:02:44.767649,47.31,47
276,51,2025-11-20 06:02:42.975377,156.35,156
277,52,2026-02-05 06:02:44.767669,33.96,33
278,52,2026-03-02 06:02:44.767679,12.41,12
279,52,2025-05-02 06:02:42.975377,45.96,45
280,52,2025-06-05 06:02:42.975377,3.09,3
281,52,2025-08-17 06:02:42.975377,56.54,56
282,52,2026-02-26 06:02:42.975377,20.08,20
283,53,2026-02-25 06:02:44.767722,24.89,24
284,53,2026-02-04 06:02:44.767732,74.33,74
285,53,2026-02-15 06:02:44.767743,68.62,68
286,53,2026-02-22 06:02:44.767754,7.27,7
287,53,2026-02-07 06:02:44.767764,19.03,19
288,53,2026-02-14 06:02:44.767774,76.64,76
289,54,2025-03-31 06:02:42.975377,14.58,14
290,54,2026-01-31 06:02:42.975377,24.13,24
291,54,2024-06-13 06:02:42.975377,24.07,24
292,54,2025-03-10 06:02:42.975377,98.89,98
293,55,2024-09-10 06:02:42.975377,57.11,57
294,55,2026-02-18 06:02:44.767826,92.93,92
295,55,2026-02-09 06:02:42.975377,54.63,54
296,55,2026-02-08 06:02:44.767843,16.07,16
297,55,2026-02-06 06:02:42.975377,58.99,58
298,56,2026-01-08 06:02:42.975377,14.28,14
299,56,2026-02-12 06:02:44.767870,32.43,32
300,57,2026-02-22 06:02:44.767883,9.97,9
301,57,2025-07-26 06:02:42.975377,45.27,45
302,57,2026-02-24 06:02:44.767900,124.77,124
303,57,2026-03-03 06:02:44.767911,42.51,42
304,57,2026-02-26 06:02:44.767921,20.36,20
305,57,2026-03-03 06:02:44.767931,8.11,8
306,58,2026-02-12 06:02:42.975377,55.54,55
307,58,2026-02-03 06:02:44.767953,6.65,6
308,58,2024-10-30 06:02:42.975377,80.4,80
309,58,2024-12-26 06:02:42.975377,10.82,10
310,59,2025-06-11 06:02:42.975377,26.63,26
311,59,2026-02-14 06:02:44.767989,167.45,167
312,59,2026-02-28 06:02:44.767999,8.79,8
313,59,2025-04-13 06:02:42.975377,10.61,10
314,59,2026-02-07 06:02:44.768034,112.15,112
315,59,2025-11-14 06:02:42.975377,40.89,40
316,59,2026-02-23 06:02:44.768053,45.28,45
317,59,2025-06-08 06:02:42.975377,32.36,32
318,59,2025-06-08 06:02:42.975377,31.03,31
319,59,2025-11-11 06:02:42.975377,28.39,28
320,60,2026-01-25 06:02:42.975377,63.11,63
321,60,2025-10-12 06:02:42.975377,4.79,4
322,60,2025-09-29 06:02:42.975377,4.13,4
323,61,2024-12-13 06:02:42.975377,45.15,45
324,62,2024-06-01 06:02:42.975377,11.78,11
325,62,2025-09-24 06:02:42.975377,43.34,43
326,62,2024-12-01 06:02:42.975377,28.48,28
327,62,2025-08-28 06:02:42.975377,6.8,6
328,62,2025-03-21 06:02:42.975377,26.95,26
329,62,2025-06-06 06:02:42.975377,36.9,36
330,62,2025-02-04 06:02:42.975377,71.93,71
331,62,2024-07-09 06:02:42.975377,1.81,1
332,62,2025-03-13 06:02:42.975377,113.5,113
333,62,2024-12-03 06:02:42.975377,9.46,9
334,62,2026-03-03 06:02:42.975377,9.21,9
335,63,2026-02-05 06:02:44.768203,1.59,1
336,63,2025-10-19 06:02:42.975377,159.23,159
337,63,2026-02-16 06:02:44.768221,83.98,83
338,63,2025-07-23 06:02:42.975377,0.7,0
339,64,2025-11-20 06:02:42.975377,0.31,0
340,64,2026-02-20 06:02:44.768248,181.57,181
341,64,2025-02-24 06:02:42.975377,17.35,17
342,64,2025-01-19 06:02:42.975377,65.59,65
343,64,2024-10-29 06:02:42.975377,99.78,99
344,64,2025-07-30 06:02:42.975377,175.18,175
345,64,2026-02-27 06:02:44.768286,155.93,155
346,65,2026-02-04 06:02:44.768300,7.96,7
347,66,2025-02-05 06:02:42.975377,22.6,22
348,66,2025-01-09 06:02:42.975377,24.14,24
349,66,2025-08-27 06:02:42.975377,126.43,126
350,66,2025-12-29 06:02:42.975377,61.27,61
351,66,2026-02-19 06:02:44.768341,0.1,0
352,66,2025-06-15 06:02:42.975377,84.14,84
353,66,2026-02-22 06:02:44.768359,17.41,17
354,66,2026-02-22 06:02:44.768379,52.81,52
355,66,2025-06-12 06:02:42.975377,5.15,5
356,67,2026-02-28 06:02:44.768400,166.35,166
357,67,2026-02-03 06:02:44.768411,10.51,10
358,67,2026-02-28 06:02:44.768421,0.51,0
359,67,2026-02-20 06:02:44.768431,28.21,28
360,67,2026-02-13 06:02:44.768442,28.5,28
361,67,2026-02-14 06:02:44.768452,19.48,19
362,67,2026-02-18 06:02:44.768463,106.5,106
363,68,2026-02-21 06:02:44.768476,17.36,17
364,68,2024-12-20 06:02:42.975377,33.66,33
365,68,2026-02-03 06:02:44.768496,17.56,17
366,68,2025-01-14 06:02:42.975377,35.85,35
367,68,2024-05-18 06:02:42.975377,9.61,9
368,68,2026-02-27 06:02:42.975377,1.49,1
369,68,2024-07-22 06:02:42.975377,27.29,27
370,68,2025-10-07 06:02:42.975377,15.66,15
371,69,2026-02-04 06:02:44.768545,23.38,23
372,69,2026-03-02 06:02:44.768556,112.83,112
373,69,2026-01-11 06:02:42.975377,23.33,23
374,69,2026-02-25 06:02:44.768574,52.39,52
375,69,2026-02-11 06:02:44.768584,21.86,21
376,69,2026-02-08 06:02:44.768594,83.22,83
377,69,2026-02-16 06:02:44.768605,55.93,55
378,70,2024-07-19 06:02:42.975377,49.26,49
379,70,2024-07-15 06:02:42.975377,76.19,76
380,70,2024-11-08 06:02:42.975377,38.69,38
381,70,2025-12-01 06:02:42.975377,77.57,77
382,70,2025-04-25 06:02:42.975377,186.17,186
383,71,2026-02-28 06:02:42.975377,18.21,18
384,71,2026-02-08 06:02:44.768661,68.62,68
385,71,2026-03-02 06:02:42.975377,1.37,1
386,71,2026-02-18 06:02:44.768678,120.25,120
387,71,2026-02-24 06:02:44.768687,42.33,42
388,72,2026-02-21 06:02:44.768700,21.27,21
389,72,2026-02-05 06:02:42.975377,57.75,57
390,72,2026-02-11 06:02:44.768718,23.93,23
391,72,2026-02-27 06:02:44.768729,18.98,18
392,72,2026-02-22 06:02:44.768739,55.15,55
393,72,2025-08-29 06:02:42.975377,10.36,10
394,73,2026-02-26 06:02:44.768760,45.56,45
395,73,2026-03-04 06:02:42.975377,89.94,89
396,73,2026-03-04 06:02:44.768777,17.92,17
397,73,2026-02-25 06:02:44.768788,35.01,35
398,73,2026-02-24 06:02:44.768799,131.11,131
399,74,2026-02-25 06:02:44.768812,11.04,11
400,74,2025-11-05 06:02:42.975377,85.01,85
401,74,2026-02-20 06:02:44.768830,0.69,0
402,74,2026-03-01 06:02:44.768841,95.33,95
403,74,2026-02-04 06:02:44.768851,74.23,74
404,74,2026-01-05 06:02:42.975377,13.19,13
405,74,2026-02-07 06:02:42.975377,11.35,11
406,75,2026-02-19 06:02:44.768879,11.14,11
407,75,2026-02-16 06:02:44.768889,50.11,50
408,75,2026-02-03 06:02:44.768899,2.37,2
409,75,2026-02-05 06:02:44.768910,13.5,13
410,76,2024-07-18 06:02:42.975377,57.67,57
411,76,2025-01-17 06:02:42.975377,90.38,90
412,76,2025-01-26 06:02:42.975377,62.41,62
413,76,2025-05-02 06:02:42.975377,6.39,6
414,76,2025-08-16 06:02:42.975377,61.27,61
415,76,2024-06-21 06:02:42.975377,41.27,41
416,77,2024-11-25 06:02:42.975377,10.69,10
417,77,2026-03-04 06:02:44.768976,28.25,28
418,77,2026-03-01 06:02:44.768986,12.92,12
419,77,2026-02-17 06:02:42.975377,52.14,52
420,78,2025-12-07 06:02:42.975377,23.04,23
421,78,2025-01-03 06:02:42.975377,16.33,16
422,78,2025-01-12 06:02:42.975377,20.82,20
423,78,2025-09-29 06:02:42.975377,13.74,13
424,79,2025-05-13 06:02:42.975377,88.01,88
425,79,2026-02-15 06:02:44.774213,7.83,7
426,79,2026-02-06 06:02:42.975377,112.86,112
427,79,2025-03-30 06:02:42.975377,159.33,159
428,79,2026-02-23 06:02:44.774241,47.96,47
429,79,2025-05-09 06:02:42.975377,5.24,5
430,80,2024-07-01 06:02:42.975377,10.61,10
431,80,2024-11-20 06:02:42.975377,76.54,76
432,80,2025-08-25 06:02:42.975377,0.87,0
433,80,2024-06-10 06:02:42.975377,41.84,41
434,80,2025-08-15 06:02:42.975377,6.7,6
435,80,2025-07-30 06:02:42.975377,13.74,13
436,81,2025-04-20 06:02:42.975377,159.22,159
437,81,2026-02-11 06:02:44.774317,30.98,30
438,81,2025-08-05 06:02:42.975377,75.56,75
439,81,2025-10-20 06:02:42.975377,54.03,54
440,81,2025-11-22 06:02:42.975377,62.27,62
441,82,2025-06-18 06:02:42.975377,11.21,11
442,82,2025-12-18 06:02:42.975377,0.96,0
443,83,2024-07-02 06:02:42.975377,88.69,88
444,83,2024-09-04 06:02:42.975377,5.53,5
445,83,2024-05-28 06:02:42.975377,65.2,65
446,83,2025-07-21 06:02:42.975377,0.41,0
447,84,2026-02-06 06:02:44.774401,18.02,18
448,84,2026-02-19 06:02:44.774411,5.05,5
449,84,2026-02-07 06:02:44.774421,180.68,180
450,84,2026-02-28 06:02:44.774431,21.19,21
451,85,2026-02-06 06:02:44.774445,27.5,27
452,85,2025-06-26 06:02:42.975377,25.92,25
453,85,2026-02-05 06:02:44.774462,17.47,17
454,85,2025-11-23 06:02:42.975377,49.33,49
455,85,2026-02-27 06:02:44.774479,7.82,7
456,85,2026-02-09 06:02:44.774494,75.44,75
457,86,2026-02-13 06:02:44.774508,73.47,73
458,86,2025-08-08 06:02:42.975377,126.41,126
459,86,2024-10-03 06:02:42.975377,6.12,6
460,87,2026-02-26 06:02:44.774537,49.25,49
461,87,2026-02-08 06:02:44.774548,14.28,14
462,88,2025-09-20 06:02:42.975377,27.39,27
463,88,2025-11-24 06:02:42.975377,43.05,43
464,88,2024-06-09 06:02:42.975377,20.39,20
465,88,2025-11-28 06:02:42.975377,58.26,58
466,88,2025-07-27 06:02:42.975377,55.81,55
467,89,2025-12-09 06:02:42.975377,2.83,2
468,89,2025-12-11 06:02:42.975377,24.76,24
469,89,2025-07-02 06:02:42.975377,12.45,12
470,89,2025-10-19 06:02:42.975377,12.9,12
471,89,2025-12-29 06:02:42.975377,7.83,7
472,89,2026-02-22 06:02:44.774642,6.53,6
473,89,2026-02-27 06:02:44.774652,2.99,2
474,89,2025-08-20 06:02:42.975377,27.24,27
475,90,2026-02-22 06:02:44.774674,56.93,56
476,90,2026-02-02 06:02:42.975377,25.03,25
477,91,2026-02-06 06:02:42.975377,16.22,16
478,91,2025-01-24 06:02:42.975377,133.17,133
479,92,2026-02-04 06:02:44.774713,12.98,12
480,92,2026-02-22 06:02:44.774723,193.74,193
481,92,2026-02-05 06:02:44.774732,42.63,42
482,92,2026-01-25 06:02:42.975377,11.0,11
483,92,2026-02-12 06:02:44.774748,67.7,67
484,92,2025-10-31 06:02:42.975377,38.38,38
485,92,2026-02-26 06:02:44.774764,40.26,40
486,92,2026-01-13 06:02:42.975377,38.29,38
487,93,2025-08-23 06:02:42.975377,15.88,15
488,93,2026-02-21 06:02:44.774791,46.75,46
489,93,2024-11-06 06:02:42.975377,98.84,98
490,93,2025-12-23 06:02:42.975377,14.09,14
491,94,2025-09-22 06:02:42.975377,12.84,12
492,94,2026-02-22 06:02:44.774826,8.74,8
493,94,2026-03-03 06:02:44.774837,3.44,3
494,94,2026-03-04 06:02:42.975377,2.43,2
495,94,2026-02-12 06:02:44.774854,36.66,36
496,95,2025-08-10 06:02:42.975377,24.81,24
497,95,2024-11-06 06:02:42.975377,60.97,60
498,95,2025-10-14 06:02:42.975377,56.37,56
499,95,2025-04-13 06:02:42.975377,26.12,26
500,95,2025-02-12 06:02:42.975377,27.21,27
501,96,2024-10-31 06:02:42.975377,43.64,43
502,96,2025-12-08 06:02:42.975377,146.4,146
503,96,2025-02-07 06:02:42.975377,25.28,25
504,96,2024-11-20 06:02:42.975377,105.16,105
505,96,2026-02-11 06:02:42.975377,74.57,74
506,96,2024-08-24 06:02:42.975377,40.68,40
507,97,2026-02-17 06:02:44.774958,11.99,11
508,97,2026-03-03 06:02:44.774970,0.0,0
509,97,2026-02-20 06:02:44.774981,118.98,118
510,98,2024-10-20 06:02:42.975377,46.88,46
511,98,2025-09-02 06:02:42.975377,38.92,38
512,98,2025-08-30 06:02:42.975377,8.58,8
513,99,2026-02-14 06:02:44.775040,25.41,25
514,99,2026-02-18 06:02:44.775051,74.28,74
515,99,2026-02-07 06:02:44.775060,47.28,47
516,99,2026-02-19 06:02:44.775070,1.4,1
517,99,2026-03-03 06:02:44.775081,28.79,28
518,99,2026-02-15 06:02:44.775092,56.28,56
519,100,2025-04-04 06:02:42.975377,7.61,7
520,100,2024-06-01 06:02:42.975377,21.35,21
521,100,2024-10-24 06:02:42.975377,19.94,19
522,100,2025-05-01 06:02:42.975377,18.99,18
523,101,2026-02-23 06:02:44.775140,49.97,49
524,101,2025-10-09 06:02:42.975377,55.52,55
525,101,2026-02-24 06:02:44.775157,68.81,68
526,101,2025-11-19 06:02:42.975377,8.26,8
527,101,2025-07-21 06:02:42.975377,98.77,98
528,102,2025-05-08 06:02:42.975377,36.31,36
529,102,2026-01-20 06:02:42.975377,34.58,34
530,102,2026-02-21 06:02:44.775199,1.42,1
531,103,2026-02-20 06:02:44.775212,72.17,72
532,103,2025-09-14 06:02:42.975377,1.97,1
533,103,2025-11-11 06:02:42.975377,49.49,49
534,103,2026-02-07 06:02:44.775237,16.71,16
535,103,2026-02-11 06:02:44.775247,39.4,39
536,104,2026-02-16 06:02:44.775262,9.61,9
